dataset,id,category,prompt,ai_response,answer_text,reference_context,sim_answer_question,sim_answer_context,drift_q,drift_ctx,pc1,pc2,pc3,cluster
baseline,125,Cognition & Learning,What are the benefits of 'Spaced Repetition' for students with learning needs?,"Answer: Staff may find that 'Spaced Repetition' is beneficial for students with learning needs as it helps to improve retention and recall of information by reviewing material at increasingly longer intervals. This approach can be particularly effective in supporting students who require extra time to process and consolidate new knowledge, such as those with working memory difficulties or processing speed challenges. However, the effectiveness of Spaced Repetition may depend on individual pupil needs and learning styles.","Staff may find that 'Spaced Repetition' is beneficial for students with learning needs as it helps to improve retention and recall of information by reviewing material at increasingly longer intervals. This approach can be particularly effective in supporting students who require extra time to process and consolidate new knowledge, such as those with working memory difficulties or processing speed challenges. However, the effectiveness of Spaced Repetition may depend on individual pupil needs and learning styles.","memorisation (learning through repetition and memorisation) or textbook-based, lecture-
style teaching without opportunities for students to make connections or engage in critical
thinking can be particularly challenging for learners with SEMH. These students may
struggle with content knowledge and may find it difficult to link new information to prior
learning in meaningful ways (Scruggs & Mastropieri, 2000a). While two reviews in our
REA found that various memorisation and recall strategies, such as fixed-delay
prompting, and cover, copy, and compare (CCC) procedures, can improve recall of
multiplication and division facts (i.e., Ralston et al., 2014; Tan, 2016), more conceptually
focused approaches may be particularly effective for children and young people with
SEMH, as they support the development of deeper thinking and understanding.
1. The cover, copy, and compare (CCC) procedure involves the following structure:

learning'. 28 Like adults, they can suffer from the 'planning fallacy""²-underestimating how
much time and resource will be required to plan successfully. Improving pupils' judgements
on learning and the effectiveness of particular strategies will likely require further
instruction.
Pupils may not be aware of the benefits of a certain type of study, such as spaced practice
(where practice is broken up into a number of short sessions over a longer period of time)
compared to massed practice (when individuals practise a task continuously without
rest), more commonly known as 'cramming'. Learners' inaccurate judgements of their own
learning can make them feel, albeit falsely, like they are learning more successfully when
'cramming'. 30 Mr Malik's provision of checklists of manageable chunks of content and
distributed practice plan will support his class to plan their revision effectively and avoid
relying on last minute cramming.

that time is spent. In addition, it is possible that this
skills. (For more information on strategies that support
approach will have long-term benefits as children
independent learning, such as spaced practice
learn to develop good habits and regulate their own
and elaboration, see the EEF's guidance report
behaviour. As with home learning more widely, parental
Metacognition and Self-regulated Learning, chapter 6.)
support for homework can promote the self-regulation
in children necessary to achieve academic goals
At primary level, the evidence is strongest for short
including goal-setting, planning, perseverance, and
and focused homework projects. At secondary level,
the management of time, materials, attentiveness, and
studies indicate that there is an optimum amount
emotions. 26 It is likely to be these capabilities-rather
of homework of between one and two hours per
than direct involvement in the academic content-that
school day (slightly longer for older pupils), with",0.8352524957306574,0.7806900648051948,0.1647475042693426,0.21930993519480524,8.45331183997258,-1.3867886656691648,7.330004906491001,2
baseline,126,SEMH,What are the primary causes of SEMH difficulties in a school setting?,"Answer: Staff may identify that the primary causes of Social, Emotional and Mental Health (SEMH) difficulties in a school setting include trauma, attachment issues, and anxiety. These underlying factors can be triggered by various events or circumstances, such as changes at home, bullying, or significant life transitions. It is essential to note that each pupil's experience and response will be unique, requiring individualized support and understanding.","Staff may identify that the primary causes of Social, Emotional and Mental Health (SEMH) difficulties in a school setting include trauma, attachment issues, and anxiety. These underlying factors can be triggered by various events or circumstances, such as changes at home, bullying, or significant life transitions. It is essential to note that each pupil's experience and response will be unique, requiring individualized support and understanding.","2004).
Academic difficulties among children and young people with SEMH needs may stem from
underlying challenges with executive functions, including attention, working memory,
planning, and organisation, as well as mental health, social-emotional and behavioural
factors (e.g., Becker & Luthar, 2002; Darney, et al., 2013). These difficulties can affect
their ability to manage tasks, retain information, and engage effectively with learning.
These challenges can also indirectly impact learning by reducing classroom engagement
and disrupting social relationships, both of which are important for academic success.
Based on this, instructional approaches that support executive functioning and
behavioural challenges can be effective for these students (for a review of executive
functions see our Cross-Cutting Themes Report).
Support for students with SEND, including SEMH difficulties can be provided at different

long-term adverse outcomes, such as academic underachievement, exclusion, and
reduced participation in education, employment, or training (Arnold & Baker, 2013; Hurry
et al., 2018; Martin-Denham, 2020; Nye et al., 2016). It is therefore important that schools
and early years settings adopt a proactive, evidence-informed approach to the early
identification and educational support of SEMH, framed by collaboration with families and
specialist services.
This review focuses specifically on two of the most commonly presenting needs of SEMH
needs within school contexts: externalising and internalising difficulties. These were
selected not only due to their prevalence but because of their strong association with
reduced educational attainment, school disengagement, and Emotionally Based School
Avoidance (EBSA). For example, pupils with ADHD often experience difficulties with
attention, impulse control, and behavioural regulation that disrupt classroom routines and

attention, impulse control, and behavioural regulation that disrupt classroom routines and
social relationships, while those with anxiety may quietly disengage or avoid school
altogether. Children who experience externalising and/or internalising difficulties
frequently struggle to access and participate fully in learning without timely and
appropriate support.
9
Aims
The goal of this review is to synthesise evidence-based strategies in the identification,
support, and collaborative practices available to mainstream teachers in supporting
children and young people with SEMH difficulties. Our research questions are as follows.
Identification:
Which formal and informal methods and measurement tools are available to
practitioners to identify SEMH needs within diverse classroom settings?
For which ages or age ranges can these tools be used?
What are the performance parameters of these measurement tools (e.g.,
reliability/validity/specificity)?",0.6831776058702493,0.7021725930155558,0.31682239412975066,0.2978274069844442,-16.873750656053677,2.207152240226053,0.3917786468481213,5
baseline,127,SEMH,How do I identify a student who is 'withdrawn' vs. just quiet?,"Answer: Staff may identify a withdrawn student by observing their lack of engagement in lessons and activities, as well as their reluctance to participate in discussions or interact with peers. A withdrawn student may also display physical signs such as slouching, avoiding eye contact, or fidgeting, which can indicate underlying emotional distress. It's essential to note that some students may be naturally quieter or more introverted, but a withdrawn student will typically exhibit consistent and persistent avoidance of social interactions.","Staff may identify a withdrawn student by observing their lack of engagement in lessons and activities, as well as their reluctance to participate in discussions or interact with peers. A withdrawn student may also display physical signs such as slouching, avoiding eye contact, or fidgeting, which can indicate underlying emotional distress. It's essential to note that some students may be naturally quieter or more introverted, but a withdrawn student will typically exhibit consistent and persistent avoidance of social interactions.","designed to monitor students' emotional and behavioural functioning in real time,
particularly focusing on signs of internalising difficulties such as anxiety, sadness,
and social withdrawal (Chafouleas, 2011). It is typically used with primary and
secondary school-aged students and is well-suited for progress monitoring or
screening purposes within a school setting. Teachers rate specific behaviours
such as how frequently a student appears anxious, withdrawn, or sad based on
direct observations made over a set period, often during a single class or school
day. For example, a teacher rates a student's level of on-task behaviour at the end
of each lesson using a quick scale. The behaviours that are rated are typically in
line with the goals of a given intervention based on the students' individual needs.
Ratings are usually completed using a simple scale (e.g., 0-10) and take only a 1-
2 minutes per student. The specific DBR tool reviewed by Dart et al (2019) was

children and young people themselves.
95
6.21 Persistent disruptive or withdrawn behaviours do not necessarily mean that a child or
young person has SEN. Where there are concerns, there should be an assessment
to determine whether there are any causal factors such as undiagnosed learning
difficulties, difficulties with communication or mental health issues. If it is thought
housing, family or other domestic circumstances may be contributing to the
presenting behaviour a multi-agency approach, supported by the use of approaches
such as the Early Help Assessment, may be appropriate. In all cases, early
identification and intervention can significantly reduce the use of more costly
intervention at a later stage.
6.22 Professionals should also be alert to other events that can lead to learning difficulties
or wider mental health difficulties, such as bullying or bereavement. Such events will
not always lead to children having SEN but it can have an impact on wellbeing and

withdrawn or isolated, as well as displaying challenging, disruptive or disturbing
behaviour. These behaviours may reflect underlying mental health difficulties such
as anxiety or depression, self-harming, substance misuse, eating disorders or
physical symptoms that are medically unexplained. Other children and young people
may have disorders such as attention deficit disorder, attention deficit hyperactive
disorder or attachment disorder.
6.33 Schools and colleges should have clear processes to support children and young
people, including how they will manage the effect of any disruptive behaviour so it
does not adversely affect other pupils. The Department for Education publishes
guidance on managing pupils' mental health and behaviour difficulties in schools -
see the References section under Chapter 6 for a link.
Sensory and/or physical needs
6.34 Some children and young people require special educational provision because they",0.760156677875187,0.5866703068681912,0.23984332212481296,0.4133296931318088,-8.819065164271693,3.144849647731924,-0.8186554847511619,5
baseline,128,SEMH,What proactive strategies can staff use to keep lessons calm and predictable for pupils with SEMH needs?,"Answer: Staff may establish a daily routine or visual timetable to provide structure and predictability for pupils with SEMH needs. This can help reduce anxiety and stress by giving them a clear understanding of what is expected of them throughout the day. Additionally, staff can use visual reminders such as pictures or symbols to support communication and transition between activities.","Staff may establish a daily routine or visual timetable to provide structure and predictability for pupils with SEMH needs. This can help reduce anxiety and stress by giving them a clear understanding of what is expected of them throughout the day. Additionally, staff can use visual reminders such as pictures or symbols to support communication and transition between activities.","most interventions were delivered by researchers or specialists, raising questions about
how easily they could be implemented by mainstream teachers.
Summary of support and intervention findings
Our REA identified a total of 33 reviews dedicated to the support and intervention
strategies that mainstream educators can use to support educational outcomes for
children and young people with SEMH needs.
High-quality teaching for children and young people with SEMH needs consisting of
whole school behavioural strategies such as token economies or check-in/check-out
strategies are shown to be effective for pupils with SEMH needs, especially those with
behavioural challenges. However, strong senior leadership and coordination is important
in effectively implementing these strategies. It is also important that strategies are applied
with careful consideration of individual needs rather than a blanket policy so that these

motivating and sustaining on-task behaviour of children and young people with SEMH
needs leading to improved educational outcomes. Teachers should consider students'
preferences and adjust strategies accordingly.
A range of instructional techniques have been shown to support learners with SEMH
needs, including prompting, schema-based instruction, modelling, task sequencing, daily
report cards, Direct Instruction, explicit instruction, scaffolding, mnemonics, and cover-
copy-compare (for maths). These methods reduce cognitive and emotional load by
clarifying expectations, breaking learning into manageable steps, and reinforcing positive
behaviours. Explicit approaches (e.g. Direct Instruction) reduce ambiguity and support
engagement; while scaffolding and modelling offer guided learning. Tools like daily report
cards promote self-regulation and home-school communication, and memory aids such
as mnemonics and cover-copy-compare support fluency for learners with attention or

needs.
A range of instructional strategies were investigated across the studies in our REA aimed
at improving various academic outcomes for students with SEMH needs. Many of these
approaches share common principles: they minimise cognitive load, provide structure,
break tasks into manageable steps, use clear prompts/cues, explicit instruction, use
motivation techniques, and encourage positive relationships. Five studies in our REA
reported on instructional techniques for children and young people with SEMH needs.
Two systematic reviews of single-case study designs (Ralston et al., 2014; Tan, 2016)
found different prompting techniques such as constant time delay or discrete cuing when
students are off-task can be effective in keeping children and young people (aged 6 to
18) with SEMH needs (i.e., students recorded with- or at-risk for EBD) on task and with
completing their work.
1. Constant Time Delay is a systematic instructional strategy used to teach new",0.7657481354266054,0.6891682830203203,0.23425186457339464,0.3108317169796797,-2.5859614281004233,-3.890912023149235,3.614462927626824,2
baseline,129,SEMH,How can I support a child with 'Attachment Disorder' in my classroom?,"Answer: When supporting a child with Attachment Disorder in your classroom, staff may establish a consistent and predictable daily routine to provide a sense of security and stability. This can include regular times for breaks, meals, and activities, as well as clear expectations and boundaries. It is essential to note that each child's needs will be unique, so it is crucial to work closely with the SENCo and other professionals involved in the child's care to develop an individualized support plan.","When supporting a child with Attachment Disorder in your classroom, staff may establish a consistent and predictable daily routine to provide a sense of security and stability. This can include regular times for breaks, meals, and activities, as well as clear expectations and boundaries. It is essential to note that each child's needs will be unique, so it is crucial to work closely with the SENCo and other professionals involved in the child's care to develop an individualized support plan.","child's emotional development and learning, and adopts a whole school approach to identifying and
supporting pupils with attachment difficulties. This includes upskilling of staff and use of appropriate
support resources, such as those developed by Bath Spa University (see Useful resources and external
organisations
21
Mental-health-services-and-schools-link-pilot-evaluation
30
66.
For previously looked-after children, VSHs should signpost schools to appropriate
tools to help them measure this group's emotional and behavioural difficulties.
67.
VSH and designated teachers may find it helpful to refer to the following
documents with respect to supporting looked after and previously looked after children's
mental health.
Mental health and behaviour in schools
Promoting-the-health-and-wellbeing-of-looked-after-children
Improving mental health support for our children and young people
Children's attachment: attachment in children and young people who are adopted

64.
The SDQ can help social workers and other professionals form a view about the
emotional wellbeing of a looked-after child. Looked-after children may benefit from the
triangulation of the scores from the carer's SDQ with those of their teacher and, if s/he is
aged 11 to 17, the self-evaluation to better inform the child's health assessment and
PEP. To help enable this, where an SDQ for a child gives cause for concern or is ""border
line"", VSHs should work with schools to encourage them to complete their element of the
SDQ.
65.
VSH and schools may also wish to use other screening tools. Pages 16 to 18 of
the ""Improving mental health support for our children and young people"" document linked
below include examples of this.
20 i.e. ensuring that the school understands attachment theory and the impact of attachment disorders on a
child's emotional development and learning, and adopts a whole school approach to identifying and

Children's attachment: attachment in children and young people who are adopted
from care, in care or at high risk of going into care
Transforming Children and Young People's Mental Health: a Green Paper
What might supporting looked-after and previously looked-after
children's mental health look like?
Case study 1
The therapeutic offer for children in care in North Tyneside has been enhanced using the
PP+. This includes:-
training staff in the virtual school to deliver Drawing and Talking therapies;
educational Psychologists offering Theraplay and Video Interaction Guidance to both
schools and for carers / adopters; and
funding a counsellor through PP+ who addresses needs identified through
triangulation of the SDQs, which are completed by carers, teachers and young
people.
Case study 2
The Virtual School providing attachment and trauma training, either commissioned from
external providers or delivered in house by staff from the virtual school or educational
psychology service.",0.7969810974075796,0.6949260400510376,0.2030189025924204,0.30507395994896236,-8.626619699661216,2.671015992530511,-3.125496291205373,5
baseline,130,SEMH,What is the difference between a clinical diagnosis and an educational SEMH need?,"Answer: A clinical diagnosis refers to a medical or psychological condition that has been formally diagnosed by a qualified professional, such as a doctor or psychologist. An educational SEMH (Social, Emotional and Mental Health) need, on the other hand, is an area of difficulty or challenge that affects a pupil's ability to learn or access education, but may not necessarily be a formal clinical diagnosis. The key difference lies in the level of professional expertise required for assessment and the focus on supporting the pupil's educational needs rather than making a medical diagnosis.","A clinical diagnosis refers to a medical or psychological condition that has been formally diagnosed by a qualified professional, such as a doctor or psychologist. An educational SEMH (Social, Emotional and Mental Health) need, on the other hand, is an area of difficulty or challenge that affects a pupil's ability to learn or access education, but may not necessarily be a formal clinical diagnosis. The key difference lies in the level of professional expertise required for assessment and the focus on supporting the pupil's educational needs rather than making a medical diagnosis.","Less commonly used as a
functioning, strengths, and areas of
standalone concept;
difficulty, often used to guide
elements of profiling are
provision. Includes data from
embedded in comprehensive
multiple informants and through
diagnostic assessments that
multiple methods.
explore functional impact
across domains.
Unlike conditions such as ADHD, depression, or anxiety, SEMH difficulties itself is not a
clinical diagnosis. Instead, SEMH difficulties is a descriptor of a range of challenges used
within educational contexts such as difficulties with emotion regulation, social interaction,
or mental health that impact the ability to engage in learning. In the UK, SEMH needs are
identified largely through educational assessment rather than formal medical diagnosis,
although clinical diagnoses may sometimes be involved for certain conditions like
anxiety, depression, or ADHD.
Identification may begin in school, where teachers or other staff observe behaviours in a

diagnosis is being sought. Support for educational needs must be disentangled from the
existing clinical diagnostic system, ensuring that children receive timely support even if
they do not meet clinical thresholds, are waiting for a clinical assessment, have needs
outside of the clinical diagnostic frameworks, or do not want to pursue a formal clinical
diagnosis [38].
Meanwhile, holistic educational assessment tools can be designed in a way that makes
any later clinical diagnostic assessment easier [16]. That said, we emphasise here that
this form of education assessment is a different and separate process from diagnostic
assessment for a specific clinical 'condition' and does not replace clinical evaluation.
Pursuing a diagnostic assessment is a matter for individual and parental choice and health
services, with clinical assessment relevant to areas wider than education and sometimes
enabling later support in life.
17

These categories provide a helpful structure for organising provision, but in practice,
these categories are not discrete, and individual children may have needs that overlap
12
across different categories or may present with complex and interacting factors. For
example, children with primary needs in SEMH may also experience difficulties with
literacy or numeracy which is typically associated with cognition and learning profiles.
Conversely, children with learning difficulties (e.g., dyslexia) may be at increased risk of
anxiety, low motivation, or poor self-esteem. Additionally, two children with the same
diagnosis (e.g., autism) may have very different profiles of strengths and challenges.
Special educational needs are best understood in terms of how they affect learning within
educational settings. While a medical diagnosis can help identify these needs, it does not
always capture an individual's specific learning profile. A needs-based approach is",0.8920790129743391,0.6431188629570419,0.10792098702566089,0.3568811370429581,-5.509694743760232,4.737493155446801,-0.35238045905296705,5
baseline,131,SEMH,How do I manage 'ADHD impulsivity' during a quiet reading session?,"Answer: Staff may consider providing a designated ""reading buddy"" for pupils with ADHD to sit near and support them in staying focused. The school can also provide regular breaks during quiet reading sessions to help pupils with ADHD release excess energy and maintain attention. It's essential to note that some pupils with ADHD may require additional accommodations, such as using a fidget toy or standing desk, to manage impulsivity effectively.","Staff may consider providing a designated ""reading buddy"" for pupils with ADHD to sit near and support them in staying focused. The school can also provide regular breaks during quiet reading sessions to help pupils with ADHD release excess energy and maintain attention. It's essential to note that some pupils with ADHD may require additional accommodations, such as using a fidget toy or standing desk, to manage impulsivity effectively.","focuses on improving academic performance, organisation, time management,
social skills, and emotional regulation. Results demonstrated small but positive
effects of these types of interventions on various academic outcomes such as
reading, writing, improved marks. Large effects were also seen for combined
ADHD symptoms (i.e., inattention and hyperactivity), though findings for
inattention and hyperactivity/impulsivity are less certain as the evidence was
mixed.
2. When delivered in isolation, some specific study and organisational skills training
such as the Homework, Organisation, and Planning Skills (HOPS; Langberg et al.,
2011; 2012) intervention may demonstrate improvements in parent-rated
homework problems and organisational skills and teacher-rated materials
management. However, other studies with general planning and organisation
management training demonstrated little evidence of effectiveness when delivered

43
without ADHD. However, having a human reader for the test or exam questions has
shown evidence of effectiveness for children and young people with ADHD. This
accommodation may be beneficial due to reading challenges commonly associated with
ADHD needs and the implicit redirection provided through reading exam questions.
Although it has been theorised that completing exams in smaller groups or one-to-one
may decrease distractions (e.g., Lovett & Lewandowski, 2015), evidence from Lovett and
Nelson's (2021) systematic review demonstrate that this accommodation may not
necessarily improve testing performance. However, the authors cite that evidence on the
efficacy on access arrangements for children with ADHD is still lacking and more large
scale studies need to be conducted, especially with more common arrangements such as
prompts or extra time.
In terms of improving the effectiveness of access arrangements, Lovett and Nelson

specifically with inattentive ADHD and co-occurring reading difficulties (Roberts et al.,
2023). This synthesis of 14 single-case design studies found that reading interventions
can improve word reading and reading comprehension for students with reading
difficulties and inattention, though results were stronger when comprehension strategies
50
were embedded rather than focusing solely on sight words or passage reading. No
studies assessed whether reading interventions also improved behaviour outcomes.
Overall, the findings highlight a need for more research that explores the academic
effects of behaviour interventions and the behavioural effects of reading interventions for
this student group.
In three systematic reviews, Burke et al. (2015; 2023) and Garwood et al. (2014)
synthesised findings from 20 single-case design studies focused on reading interventions
for students in multiple age groups (age 11 to 18) with, or at risk for, SEMH needs",0.7046117434718747,0.6601674404682835,0.2953882565281253,0.33983255953171654,-0.11578542715321112,-2.4066176542342026,-5.630990917346883,3
baseline,132,SEMH,What are the signs of 'School Refusal' and how can teachers intervene early?,"Answer: Staff may identify School Refusal as a pattern of persistent absence or avoidance of school, often accompanied by anxiety, fear, or reluctance to attend. Teachers can intervene early by monitoring attendance records and speaking with pupils who are frequently absent, exploring underlying reasons for their non-attendance and offering support to address any concerns. Early intervention should be collaborative with parents/carers and other professionals as needed.","Staff may identify School Refusal as a pattern of persistent absence or avoidance of school, often accompanied by anxiety, fear, or reluctance to attend. Teachers can intervene early by monitoring attendance records and speaking with pupils who are frequently absent, exploring underlying reasons for their non-attendance and offering support to address any concerns. Early intervention should be collaborative with parents/carers and other professionals as needed.","developing mental health problems, to intervene early to create a safe and
calm educational environment and strengthen resilience before serious
mental health problems occur.
As set out in Chapter 6 of the statutory SEND 0-25 years Code of Practice
2015, schools need to be alert to how mental health problems can underpin
behaviour issues in order to support pupils effectively, working with external
support where needed. They also need to be aware of their duties under the
Equality Act 2010, recognising that some mental health issues will meet the
definition of disability.
When schools suspect a pupil has a mental health problem, they should use
the graduated response process (assess - plan - do - review) to put support
in place. There are a number of identification and measurement tools, such as
the Strengths and Difficulties Questionnaire (SDQ) and Boxall Profile, which
can support this process.
Schools should ensure they have clear systems and processes in place for

behaviour, the designated teacher and relevant VSH should be informed at the
earliest opportunity so they can help decide how to support the child to improve their
behaviour. Where a school has concerns about the behaviour of a previously
looked-after child, the child's parents or the school's designated teacher, following
discussions with the child's parents, may seek the advice of the VSH on strategies to
support the child to avoid exclusion.
Mental health and special educational needs
3.24 Early intervention to address underlying causes of disruptive behaviour should
include an assessment of whether appropriate provision is in place to support any
SEN or disability that a pupil may have. The head teacher should also consider the
use of a multi-agency assessment for a pupil who demonstrates persistent disruptive
behaviour. Such assessments may pick up unidentified SEN, disability or mental
health problems but the scope of the assessment could go further, for example, by

3.13 Admission authorities must not refuse to admit a child thought to be
potentially disruptive, or likely to exhibit challenging behaviour, on the grounds
that the child is first to be assessed for special educational needs.
Fair Access Protocols
3.14 Each local authority must have a Fair Access Protocol to ensure that
unplaced and vulnerable children, and those who are having difficulty in
securing a school place in-year, are allocated a school place as quickly as
possible.
76 For the purposes of this Code, behaviour can be described as challenging where it would be
unlikely to be responsive to the usual range of interventions to help prevent and address pupil
misbehaviour or it is of such severity, frequency, or duration that it is beyond the normal range
that schools can tolerate. We would expect this behaviour to significantly interfere with the
pupil's/other pupils' education or jeopardise the right of staff and pupils to a safe and orderly
environment.",0.8221290022834523,0.627246715776271,0.17787099771654769,0.372753284223729,-11.057038087298807,2.8662677281754885,-0.6747294972451036,5
baseline,133,SEMH,How can I create a 'Safe Space' in a mainstream secondary classroom?,"Answer: To create a 'Safe Space' in a mainstream secondary classroom, staff may establish clear expectations and boundaries with students at the beginning of each lesson or week. This can be achieved by explicitly discussing what is expected in terms of respect, inclusivity, and active listening, and providing opportunities for students to share their thoughts and feelings. The school can also consider designating specific areas within the classroom as 'Safe Spaces' where students feel comfortable sharing their emotions or concerns with a trusted adult.","To create a 'Safe Space' in a mainstream secondary classroom, staff may establish clear expectations and boundaries with students at the beginning of each lesson or week. This can be achieved by explicitly discussing what is expected in terms of respect, inclusivity, and active listening, and providing opportunities for students to share their thoughts and feelings. The school can also consider designating specific areas within the classroom as 'Safe Spaces' where students feel comfortable sharing their emotions or concerns with a trusted adult.","had improved children and young peoples' engagement in school life, particularly those
with SEND. In some instances, as a result of the more tailored support provision offered,
some students have felt confident enough to stop using the SEN space.
I think for the students, the work that we've done around the emotionally
supportive spaces has been really powerful. It's really nice when they
stop using them; you know that they've found their feet. It's really good to
see them leave the safe spaces we create, because that is a really good
indicator of success. Interviewee - SENCo, Secondary setting
Teacher and student relationships
Nearly three-quarters (72%) of survey respondents agreed or strongly agreed that
adaptions to teaching and support practice, informed by USS, have improved teacher-
student relationships within their setting (Figure 30). Additional analysis revealed that a
significantly higher proportion of teachers (38%) than SENCos (20%) strongly agreed

inspections, and national best practice networks to ensure that settings high-quality
inclusion bases and specialist provision in mainstream schools and colleges are
recognised and celebrated, while also being held to account for delivering high-quality
provision. Over time, we expect every secondary school will have an inclusion base, with
an equivalent number of places in local primary schools. For many settings, where high-
quality support is already being provided, it will be a continuation of best practice we see
across the country. For some, this will be using the provision they have in a different way;
and where there is a need to create new places, including by repurposing and improving
existing space, this can be supported by our capital investment. Further detail can be
found in SEND Reform: Putting Children and Young People First.
In addition to these steps to enable schools to be more inclusive, through their new

Make expectations for behaviour explicit by giving clear targets, explanations and
modeling - don't assume that students should 'know' what to do
Where possible, create a quiet area both for working and as a 'quiet time' zone
Use a visual timer to measure and extend time on task - start small and praise,
praise, praise
Teach students how to use post-it notes for questions and ideas rather than
interruptions (when appropriate)
Legitimise movement by getting student to take a message, collect an item, use a
'stress ball' or similar if necessary
Give a set time for written work and do not extend into breaks to 'catch up' - the
student will need these breaks
Use student's name and give eye contact before giving instructions (unless eye-
contact is an issue)
Consider seating - student seated at the back of the class may not be as tempted
to turn around
Personalise teaching where possible to reflect students' interests
Communicate in a calm, clear manner",0.833944316472006,0.6847216978682654,0.16605568352799405,0.3152783021317346,-9.280169555483766,-5.228299983084231,6.407572870631362,5
baseline,134,SEMH,What are the 5 core competencies of Social and Emotional Learning (SEL)?,"Answer: The five core competencies of Social and Emotional Learning (SEL) are:  Self-awareness: Staff may support pupils in developing an understanding of their own emotions, values, and strengths. This can be achieved through self-reflection activities and discussions about personal goals and aspirations. It is essential to note that SEL should be tailored to the individual pupil's needs and learning style.","The five core competencies of Social and Emotional Learning (SEL) are:  Self-awareness: Staff may support pupils in developing an understanding of their own emotions, values, and strengths. This can be achieved through self-reflection activities and discussions about personal goals and aspirations. It is essential to note that SEL should be tailored to the individual pupil's needs and learning style.","manage emotions, set and achieve positive goals, feel
and show empathy for others, establish and maintain
Throughout this report we refer to 'SEL', as defined
positive relationships, and make responsible decisions.¹
by the Collaborative for Academic, Social, and
There are a range of other terms that schools use that
Emotional Learning (CASEL), because this definition
overlap with SEL (though have different emphases),
is widely used internationally. It consists of five core
including: supporting children's mental health and
competencies (see Table 1). 2 These are skills that
wellbeing; character education; development of
have been linked to a range of positive outcomes,³
children's resilience; bullying prevention; life skills;
as explained in more detail in the section below.
Table 1: Core Skills at the heart of SEL
Core
Definition
Associated skills
competency
Self-
The ability to accurately recognise
Identifying emotions
awareness
one's own emotions, thoughts
Accurate self-perception

IMPROVING SOCIAL AND EMOTIONAL LEARNING
Education
IN PRIMARY SCHOOLS
Endowment
Foundation
Core skills at the heart of SEL
Core competency
Definition
Associated skills
Self-awareness
The ability to accurately recognise one's own emotions,
Identifying emotions
thoughts and values and how they influence behaviour.
Accurate self-perception
The ability to accurately assess one's strengths and
Recognising strengths
limitations with a well-grounded sense of confidence and
Self-confidence
optimism.
Self-efficacy
Self-management
The ability to successfully regulate one's emotions,
Impulse control
thoughts and behaviours in different situations - effectively
Stress management
managing stress, controlling impulses, and motivating
Self-discipline
oneself. The ability to set and work towards personal and
Self-motivation
academic goals.
Goal setting
Organisational skills
Social awareness
The ability to take the perspective of and empathise
Understanding emotions

5
INTRODUCTION
How does SEL relate to mental health?
Social and emotional skills are protective factors
However, SEL does not replace the need for
for mental health. They equip children with the
comprehensive systems and services for children
tools and resources to address mental health
with mental health difficulties; rather, SEL provides
challenges that interfere with life, learning and well-
a foundation that promotes the development
being (for example, difficulty regulating emotions,
of competencies in all children and provides a
concentrating, and interacting with peers). 13 Indeed,
framework to support early intervention and intensive
recent research has shown that SEL skills at age
interventions for children who need additional
nine predicted Key Stage 2 test scores at age 11
targeted help.¹ 15
(controlling for prior attainment), via their influence on
mental health difficulties in the interim. 14
What does SEL look like in English schools, and how does it relate to PSHE?",0.882122870499977,0.8577546905786004,0.11787712950002305,0.14224530942139957,-7.399579682889726,5.357900200055055,9.504684230564186,5
